"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"189.22";"http://www.bulksupplements.com/potassium-chloride-crystalized-powder-25kg-pure-powder.html";"Pure Potassium Chloride Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Potassium Chloride is a kind of salt derived from Potassium and Chlorine. It is used in the food processing industry, in medicine and various scientific processes. </p>";"POTCHL25KG";"Y";"12";"1";"0"
"16.18";"http://www.bulksupplements.com/horse-chestnut-extract-powder-100g-pure-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_79.png";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE100";"Y";"86";"1";"0"
"24.83";"http://www.bulksupplements.com/horse-chestnut-extract-powder-250g-pure-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_81.png";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE250";"Y";"63";"1";"0"
"19.42";"http://www.bulksupplements.com/egg-white-protein-powder.html";"Pure Egg White Protein Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Protein Powder, BulkSupplements > Products by Category > Sports Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_297.jpg";"<p style=\"text-align: justify;\">Egg White Protein is a lactose-free alternative to dairy-based proteins such as whey or casein. It digests slower than whey and faster than casein, promoting a steady muscle protein synthesis. Because it contains all 10 essential amino acids, it is classified as a \"complete\" protein. </p>";"EWPRO";"Y";"5375";"1";"0"
"598.03";"http://www.bulksupplements.com/egg-white-protein-powder-20kg-pure-powder.html";"Pure Casein Protein Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_13.png";"<p style=\"text-align: justify;\">Containing significant amounts of phosphorus, Casein is a protein that makes up about 80% of the protein content in cow’s milk (the remaining 20% being comprised of Whey). Known for its slow absorption rate and abundance of amino acids, Casein Protein is a popular choice among many athletes.</p>";"EWPRO20KG";"Y";"4";"1";"0"
"42.14";"http://www.bulksupplements.com/horse-chestnut-extract-powder-500g-pure-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_82.png";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE500";"Y";"38";"1";"0"
"73.50";"http://www.bulksupplements.com/horse-chestnut-extract-powder-1kg-pure-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_80.png";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE1KG";"Y";"31";"1";"0"
"319.00";"http://www.bulksupplements.com/horse-chestnut-extract-powder-5kg-pure-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE5KG";"Y";"5000";"1";"0"
"12.93";"http://www.bulksupplements.com/motherwort-extract-5-1-powder-100g-pure-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_83.png";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT100";"Y";"98";"1";"0"
"18.34";"http://www.bulksupplements.com/motherwort-extract-5-1-powder-250g-pure-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_84.png";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT250";"Y";"65";"1";"0"
"28.08";"http://www.bulksupplements.com/motherwort-extract-5-1-powder-500g-pure-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_85.png";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT500";"Y";"38";"1";"0"
"45.38";"http://www.bulksupplements.com/motherwort-extract-5-1-powder-1kg-pure-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_86.png";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT1KG";"Y";"31";"1";"0"
"196.79";"http://www.bulksupplements.com/motherwort-extract-5-1-powder-5kg-pure-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT5KG";"Y";"5000";"1";"0"
"11.85";"http://www.bulksupplements.com/organic-wheat-grass-powder-100g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_87.png";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG100";"Y";"69";"1";"0"
"15.10";"http://www.bulksupplements.com/organic-wheat-grass-powder-250g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_88.png";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG250";"Y";"61";"1";"0"
"21.59";"http://www.bulksupplements.com/organic-wheat-grass-powder-500g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_89.png";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG500";"Y";"21";"1";"0"
"31.32";"http://www.bulksupplements.com/organic-wheat-grass-powder-1kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_90.png";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG1KG";"Y";"7";"1";"0"
"137.31";"http://www.bulksupplements.com/organic-wheat-grass-powder-5kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG5KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/papaya-fruit-powder-100g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_3.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT100";"Y";"92";"1";"0"
"15.10";"http://www.bulksupplements.com/papaya-fruit-powder-250g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_4.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT250";"Y";"63";"1";"0"
"22.67";"http://www.bulksupplements.com/papaya-fruit-powder-500g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_5.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT500";"Y";"39";"1";"0"
"33.48";"http://www.bulksupplements.com/papaya-fruit-powder-1kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_6.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT1KG";"Y";"27";"1";"0"
"147.04";"http://www.bulksupplements.com/papaya-fruit-powder-5kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT5KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/papaya-seed-powder-100g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_107.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPSEED100";"Y";"193";"1";"0"
"15.10";"http://www.bulksupplements.com/papaya-seed-powder-250g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_108.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPSEED250";"Y";"151";"1";"0"
"21.59";"http://www.bulksupplements.com/papaya-seed-powder-500g-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_110.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPSEED500";"Y";"78";"1";"0"
